% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.423538298e+04 +9.423538298e+04 +9.368888298e+04 +9.368888298e+04 +2.8952e+00 +1.7736e+00 +3.1939e+00 -2.4313e+00 -1.9404e+00 -2.5053e+00 -9.1809e-01 -1.4208e+00 +9.8731e-01 +7.2074e-01 -4.8697e-01 +3.3480e+00 +1.2903e+00 -2.7147e+00 +3.8816e-02 +3.4467e+00 +3.7139e+00 +3.5257e+00 -1.5671e+00 -5.0656e-01
26 +5.177666710e+04 +5.177666710e+04 +5.123016710e+04 +5.123016710e+04 +5.3060e+00 +1.9376e+00 +1.7358e+00 -2.9723e+00 -1.3426e+00 +3.1449e+00 -2.1175e+00 +1.7578e+00 +2.7680e+00 +2.1109e+00 -2.9176e+00 +3.3258e+00 -1.1706e+00 +6.9458e-02 -2.5062e-02 +1.5541e+00 +3.6497e+00 +1.4926e+00 -3.2670e-01 +1.0772e+00
53 +3.220576620e+04 +3.220576620e+04 +3.165926620e+04 +3.165926620e+04 +4.4416e+00 +1.5363e+00 +1.4321e+00 -4.5120e+00 +5.9154e-01 -6.2207e-01 -2.0414e+00 +5.8383e-01 +7.6961e-01 +1.8284e+00 -2.1764e+00 +5.1118e+00 +1.7889e+00 -1.3440e+00 +2.4403e+00 +2.5037e+00 +2.4447e+00 +3.5071e-01 -1.2979e+00 +2.1040e+00
68 +2.214555446e+04 +2.214555446e+04 +2.159905446e+04 +2.159905446e+04 +4.7355e+00 +4.3272e+00 +2.3737e+00 -3.0704e+00 +7.7080e-01 +2.9592e-01 +7.3585e-01 +4.8122e-01 +3.3729e-02 +3.8047e+00 -2.0616e+00 +5.5772e+00 +3.1616e-01 -1.6885e+00 +1.8287e+00 +8.5017e-01 +4.4164e+00 -1.6020e+00 -2.5211e+00 +1.4334e+00
87 +8.510410231e+03 +8.510410231e+03 +7.963910231e+03 +7.963910231e+03 +1.4241e+00 +4.2621e+00 +4.5035e+00 -3.5896e+00 -1.3498e+00 -5.5505e-01 -1.8409e+00 +1.5551e+00 +1.6550e+00 +2.0235e+00 -9.9769e-01 +2.1231e+00 -2.0983e-02 -3.3432e+00 +1.7069e+00 -1.2067e+00 +1.0313e+00 -2.4828e-01 -1.9628e+00 +1.2541e+00
88 +3.324216174e+03 +3.324216174e+03 +2.777716174e+03 +2.777716174e+03 +3.3147e+00 +3.5743e+00 -3.6481e-01 -2.2566e+00 -4.8193e-01 +1.4336e+00 +5.3652e-01 +3.8189e-01 +6.6935e-02 +1.1266e+00 -1.3269e+00 +3.2381e+00 +1.1546e+00 -1.5452e+00 +8.4937e-01 -6.2412e-01 +3.1220e+00 -1.6437e+00 -1.3342e+00 +1.8385e+00
140 +1.878437461e+03 +1.878437461e+03 +1.331937461e+03 +1.331937461e+03 +3.4476e+00 +4.6424e+00 +3.9312e-01 -2.2867e+00 +8.8609e-01 +1.7798e+00 -1.1198e+00 +1.8461e+00 -8.0232e-01 +3.4545e+00 +9.7455e-01 +9.5381e-01 +2.5993e-02 -2.4600e+00 +9.7064e-01 -2.1780e+00 +6.0517e-01 -2.1991e+00 -1.9452e+00 +1.7786e+00
163 +1.226670305e+03 +1.226670305e+03 +6.801703051e+02 +6.801703051e+02 +2.1179e+00 +2.8844e+00 +6.5974e-01 -3.9055e-01 +8.9780e-01 +9.5311e-01 -4.7083e-02 +5.9445e-01 -5.3555e-01 +2.2403e+00 +3.9301e-01 +3.2900e+00 -1.0371e+00 -2.0224e+00 +1.3815e+00 -1.9511e+00 +1.4479e+00 -2.2379e+00 -1.9236e+00 +5.3787e-01
250 +5.136688043e+02 +5.136688043e+02 -3.283119575e+01 -3.283119575e+01 +5.0969e-01 +3.3409e+00 -1.1466e-01 +2.8790e-01 +1.9434e+00 -1.4943e-01 +8.8650e-01 +9.8199e-01 -7.0635e-01 +2.3363e+00 -2.3219e-01 +2.3069e+00 -2.6037e-01 -2.3770e+00 +2.3645e-01 -1.9566e+00 +2.6766e+00 -3.4937e-01 -1.9571e+00 +1.4942e+00
259 +2.525277415e+02 +2.525277415e+02 -2.939722585e+02 -2.939722585e+02 +1.0575e+00 +2.3928e+00 +7.4925e-01 -6.3807e-01 +1.9690e+00 -4.6090e-01 -5.1627e-01 +1.5832e-01 -7.9869e-02 +2.5435e+00 +2.5705e-01 +2.1984e+00 -5.2280e-01 -1.0791e+00 +2.5629e+00 -5.5136e-01 +2.2181e+00 -8.2298e-01 -2.3913e+00 +1.0852e+00
272 +9.337050894e+01 +9.337050894e+01 -4.531294911e+02 -4.531294911e+02 +1.0924e+00 +2.9548e+00 +1.9337e+00 -1.8350e+00 +1.1273e+00 +4.0760e-01 +3.1286e-01 +3.7872e-01 -1.7311e+00 +2.6978e+00 +2.2093e-01 +2.0105e+00 +1.2759e+00 -2.2224e+00 +2.2774e+00 -1.9682e+00 +5.6278e-01 -1.2415e+00 -2.2714e+00 +1.8353e+00
340 +3.525915457e+01 +3.525915457e+01 -5.112408454e+02 -5.112408454e+02 +2.9479e-01 +1.8009e+00 +1.7288e+00 +3.2698e-02 +1.3907e+00 -5.2719e-01 -5.0639e-01 +1.1768e+00 +4.1893e-01 +2.2123e+00 +2.6120e-01 +2.9067e+00 +1.0320e+00 -9.7468e-01 +2.3241e+00 -5.2317e-01 +7.2577e-01 -8.5545e-01 -1.2041e+00 +1.7225e+00
362 +4.286803573e+00 +4.286803573e+00 -5.422131964e+02 -5.422131964e+02 +1.6213e+00 +2.5130e+00 +1.2591e+00 +8.6343e-02 +7.6493e-01 -5.7921e-01 +2.6428e-03 -2.0286e-01 -5.6924e-01 +1.1387e+00 -1.5035e-01 +2.3508e+00 +1.9470e+00 -1.1435e+00 +1.1707e+00 -1.2200e+00 +1.4065e+00 -7.0491e-01 -1.6853e+00 +1.7389e+00
366 +3.798760172e+00 +3.798760172e+00 -5.427012398e+02 -5.427012398e+02 +3.5667e-01 +2.5541e+00 +1.9236e+00 -8.2739e-01 -2.7542e-01 -2.9025e-02 -2.8286e-01 +2.0141e-01 -9.4808e-01 -1.3735e-01 +2.2855e-01 +2.3677e+00 +1.6938e+00 -5.8379e-01 +2.2136e+00 -1.0028e+00 +1.1558e+00 -9.7383e-01 -1.8714e+00 +1.8084e+00
