% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.857724415e+02 +2.857724415e+02 +3.652524415e+02 +3.652524415e+02 -2.8191e+00 +1.2194e+00 -2.6381e+00 -3.2338e+00 -2.8739e+00 +2.1411e+00 -3.4142e+00 -3.2214e+00 +2.9922e+00 +2.6496e+00 +1.4064e+00 -1.1055e+00 +2.6767e+00 -1.9126e+00 +8.0746e-01 -2.4486e+00 -1.0753e+00 +2.8974e+00 -2.0079e+00 -2.4968e+00
11 +2.039578982e+02 +2.039578982e+02 +2.834378982e+02 +2.834378982e+02 -1.5304e+00 +1.0563e+00 -2.1539e+00 -2.4824e+00 -4.3644e+00 +4.9371e-01 -1.6836e+00 -1.0875e+00 +4.3003e-01 +4.0526e+00 -1.8411e+00 -1.9825e+00 +6.3389e-01 +6.4540e-01 +1.7330e+00 -2.8830e+00 -1.1036e+00 +1.8756e+00 -1.9892e+00 +1.9858e-01
29 +1.483520034e+02 +1.483520034e+02 +2.278320034e+02 +2.278320034e+02 -2.5960e+00 +1.8364e+00 -3.1962e+00 +3.3435e+00 -6.7922e+00 +4.2395e+00 -1.6762e+00 -7.3321e-01 +4.0376e-01 +1.3646e+00 +1.3365e+00 +1.3821e+00 +3.5237e+00 +4.6125e-01 +3.1485e-01 +2.4580e-01 +1.6189e+00 -2.6756e+00 +4.9781e-01 +3.6220e+00
67 +6.170331718e+01 +6.170331718e+01 +1.411833172e+02 +1.411833172e+02 +7.9751e-02 +2.0911e-01 -1.1867e+00 +2.8912e+00 -2.4670e+00 +2.6395e+00 -1.8240e+00 +1.1925e+00 -1.6348e+00 -6.5030e-02 -1.8797e+00 +3.5038e+00 +1.5547e+00 +3.3596e+00 +6.9167e-01 +9.6321e-01 +1.4124e+00 -1.6734e+00 +3.0793e+00 -9.3735e-02
134 +2.641318629e+01 +2.641318629e+01 +1.058931863e+02 +1.058931863e+02 +7.2308e-01 -1.4903e+00 -1.1163e+00 +1.4374e+00 -3.5170e+00 -1.2294e+00 +9.0634e-01 -8.9183e-01 -7.3173e-01 -1.9857e+00 -3.3249e+00 +2.4256e+00 +4.7685e+00 -4.3005e-01 +2.3639e+00 +1.8398e+00 +6.4580e-01 -4.5059e+00 +2.6425e+00 +8.4966e-01
271 +2.462053680e+01 +2.462053680e+01 +1.041005368e+02 +1.041005368e+02 -5.4345e-01 -3.7485e-01 -7.3689e-01 +2.0768e+00 -2.7274e+00 -1.9707e+00 +1.1470e-01 -9.2724e-03 +2.8154e-01 -3.0131e-01 -3.8385e+00 +3.2191e+00 +2.7227e+00 -9.5318e-01 +4.0034e+00 +3.3350e+00 -8.5828e-01 -3.9594e+00 +2.0705e+00 +7.1175e-01
322 +1.133517030e+01 +1.133517030e+01 +9.081517030e+01 +9.081517030e+01 -2.9531e-01 -1.5157e-01 -8.8149e-01 +2.8734e+00 -3.4004e+00 +3.4684e-01 +1.5364e+00 +9.0927e-01 -1.5061e+00 -2.1419e+00 -3.0946e+00 +1.9156e+00 +1.0886e+00 +1.0840e-01 +4.5828e+00 +2.2708e+00 -5.6040e-01 -3.8742e+00 +1.6119e+00 +2.6674e+00
376 +9.377823335e+00 +9.377823335e+00 +8.885782334e+01 +8.885782334e+01 +3.2367e-01 -3.8831e-01 -1.1155e+00 +2.4829e+00 -3.0775e+00 +1.6592e+00 +2.0746e-01 +1.6570e-01 -1.5366e+00 -1.7617e+00 -3.9659e+00 +1.1458e+00 +1.2447e+00 -9.2592e-01 +4.7037e+00 +2.7330e+00 -2.7408e-01 -3.8244e+00 +8.7573e-01 +1.4147e+00
441 +6.172315634e+00 +6.172315634e+00 +8.565231563e+01 +8.565231563e+01 +4.4720e-01 -4.8931e-01 -1.3682e+00 +2.4467e+00 -3.1001e+00 +6.4929e-01 +6.1939e-01 +5.7392e-01 -1.1016e+00 -2.5285e+00 -2.7527e+00 +2.3665e+00 +1.6090e+00 +1.4222e-01 +4.5318e+00 +3.1088e+00 +8.3610e-01 -3.6947e+00 +2.2447e+00 +1.3355e+00
497 +2.830582019e+00 +2.830582019e+00 +8.231058202e+01 +8.231058202e+01 -7.6112e-02 -9.4966e-01 -8.5182e-01 +2.5549e+00 -2.4017e+00 -9.7347e-02 +2.4074e-02 -1.1141e-01 -1.8305e+00 -2.7803e+00 -4.5576e+00 +2.7041e+00 +1.3861e+00 -4.9035e-01 +3.7196e+00 +2.7193e+00 +3.8452e-01 -4.1510e+00 +2.7066e+00 +1.5240e+00
