% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.463928927e+00 +8.463928927e+00 +8.794392893e+01 +8.794392893e+01 -2.5207e+00 -2.0353e+00
2 +3.268521236e-01 +3.268521236e-01 +7.980685212e+01 +7.980685212e+01 +1.3503e-01 -1.7162e+00
38 +7.136229710e-02 +7.136229710e-02 +7.955136230e+01 +7.955136230e+01 +1.1475e-01 -1.3855e+00
44 +4.180799406e-02 +4.180799406e-02 +7.952180799e+01 +7.952180799e+01 +3.8538e-01 -1.0011e+00
59 +2.005840996e-02 +2.005840996e-02 +7.950005841e+01 +7.950005841e+01 +1.4902e-01 -1.2532e+00
93 +8.864289956e-03 +8.864289956e-03 +7.948886429e+01 +7.948886429e+01 +1.8226e-01 -1.2192e+00
99 +5.292415883e-03 +5.292415883e-03 +7.948529242e+01 +7.948529242e+01 +2.4757e-01 -1.2294e+00
105 +3.039376464e-03 +3.039376464e-03 +7.948303938e+01 +7.948303938e+01 +2.1886e-01 -1.2002e+00
107 +1.590723560e-04 +1.590723560e-04 +7.948015907e+01 +7.948015907e+01 +2.5471e-01 -1.1693e+00
142 +4.550464274e-05 +4.550464274e-05 +7.948004550e+01 +7.948004550e+01 +2.5150e-01 -1.1634e+00
156 +1.666912462e-05 +1.666912462e-05 +7.948001667e+01 +7.948001667e+01 +2.4904e-01 -1.1584e+00
180 +1.250338640e-05 +1.250338640e-05 +7.948001250e+01 +7.948001250e+01 +2.4933e-01 -1.1575e+00
185 +3.259903821e-06 +3.259903821e-06 +7.948000326e+01 +7.948000326e+01 +2.5327e-01 -1.1551e+00
202 +1.967921307e-06 +1.967921307e-06 +7.948000197e+01 +7.948000197e+01 +2.5183e-01 -1.1558e+00
208 +1.464068717e-06 +1.464068717e-06 +7.948000146e+01 +7.948000146e+01 +2.5269e-01 -1.1556e+00
211 +2.720827155e-07 +2.720827155e-07 +7.948000027e+01 +7.948000027e+01 +2.5290e-01 -1.1563e+00
224 +3.224445777e-08 +3.224445777e-08 +7.948000003e+01 +7.948000003e+01 +2.5262e-01 -1.1568e+00
259 +6.763954730e-09 +6.763954730e-09 +7.948000001e+01 +7.948000001e+01 +2.5288e-01 -1.1568e+00
260 +4.000483500e-09 +4.000483500e-09 +7.948000000e+01 +7.948000000e+01 +2.5283e-01 -1.1567e+00
% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.272933498e+01 +1.272933498e+01 +9.220933498e+01 +9.220933498e+01 -2.1776e+00 -3.7688e+00
2 +8.560542485e+00 +8.560542485e+00 +8.804054249e+01 +8.804054249e+01 -6.8821e-02 -4.0649e+00
12 +4.433154229e-01 +4.433154229e-01 +7.992331542e+01 +7.992331542e+01 +1.4586e-01 -1.8140e+00
15 +4.785393683e-02 +4.785393683e-02 +7.952785394e+01 +7.952785394e+01 +4.5918e-01 -1.0843e+00
70 +2.063693032e-02 +2.063693032e-02 +7.950063693e+01 +7.950063693e+01 +1.8141e-01 -1.2815e+00
83 +1.445123933e-02 +1.445123933e-02 +7.949445124e+01 +7.949445124e+01 +2.8874e-01 -1.0421e+00
100 +8.362898494e-03 +8.362898494e-03 +7.948836290e+01 +7.948836290e+01 +2.9026e-01 -1.0734e+00
104 +1.704191774e-03 +1.704191774e-03 +7.948170419e+01 +7.948170419e+01 +2.7994e-01 -1.1879e+00
119 +1.227245017e-03 +1.227245017e-03 +7.948122725e+01 +7.948122725e+01 +2.8325e-01 -1.1741e+00
133 +1.909362128e-04 +1.909362128e-04 +7.948019094e+01 +7.948019094e+01 +2.4898e-01 -1.1701e+00
144 +1.282037635e-04 +1.282037635e-04 +7.948012820e+01 +7.948012820e+01 +2.4620e-01 -1.1660e+00
148 +4.647152453e-05 +4.647152453e-05 +7.948004647e+01 +7.948004647e+01 +2.5007e-01 -1.1506e+00
190 +2.694006588e-05 +2.694006588e-05 +7.948002694e+01 +7.948002694e+01 +2.5238e-01 -1.1516e+00
192 +2.066626881e-05 +2.066626881e-05 +7.948002067e+01 +7.948002067e+01 +2.4847e-01 -1.1582e+00
199 +1.551793234e-05 +1.551793234e-05 +7.948001552e+01 +7.948001552e+01 +2.5346e-01 -1.1529e+00
202 +6.999254381e-06 +6.999254381e-06 +7.948000700e+01 +7.948000700e+01 +2.5071e-01 -1.1584e+00
209 +2.644104356e-06 +2.644104356e-06 +7.948000264e+01 +7.948000264e+01 +2.5299e-01 -1.1584e+00
215 +8.297617740e-07 +8.297617740e-07 +7.948000083e+01 +7.948000083e+01 +2.5203e-01 -1.1563e+00
232 +4.243742637e-07 +4.243742637e-07 +7.948000042e+01 +7.948000042e+01 +2.5238e-01 -1.1563e+00
242 +1.066503899e-07 +1.066503899e-07 +7.948000011e+01 +7.948000011e+01 +2.5293e-01 -1.1571e+00
248 +5.693212302e-08 +5.693212302e-08 +7.948000006e+01 +7.948000006e+01 +2.5303e-01 -1.1567e+00
257 +7.745768471e-10 +7.745768471e-10 +7.948000000e+01 +7.948000000e+01 +2.5283e-01 -1.1568e+00
% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.849586765e+01 +2.849586765e+01 +1.079758676e+02 +1.079758676e+02 -3.4744e+00 +2.6647e+00
