% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.482850579e+02 +5.482850579e+02 +6.508950579e+02 +6.508950579e+02 -2.7465e-01 -3.4921e-01 -2.2972e+00 +9.6208e-03 +2.6477e+00 -9.4243e-01 -7.8326e-01 -2.1120e+00 +1.2001e+00 +1.4059e+00 +1.6942e+00 -2.7070e+00 -5.5108e-01 +2.7335e+00 +1.3525e+00 -2.3676e+00 -2.2579e-01 -3.7431e+00 -2.5211e+00 -3.5631e+00
86 +3.937384265e+02 +3.937384265e+02 +4.963484265e+02 +4.963484265e+02 -1.9113e+00 +2.2924e+00 -5.6548e-01 +1.6972e+00 -1.2042e+00 -1.3961e+00 -2.1272e+00 -2.3154e+00 -1.2355e+00 +4.4825e+00 +1.2220e+00 -2.1237e+00 +3.1209e-01 -1.4447e+00 -1.8726e+00 +8.0497e-02 +5.3408e-01 -1.8969e-01 -8.1288e-01 -4.0803e-01
202 +2.500972477e+02 +2.500972477e+02 +3.527072477e+02 +3.527072477e+02 +1.9580e+00 +2.6024e+00 -1.9307e+00 -7.9874e-02 -1.8386e+00 -1.1477e+00 -1.6708e+00 -7.7329e-01 -2.3088e+00 +1.7671e+00 -8.5803e-01 -1.7953e+00 +7.5337e-02 +8.2657e-01 +1.1463e-01 -2.5807e+00 -2.3826e+00 -2.0894e+00 +1.2988e+00 +8.0673e-01
1412 +1.414835045e+02 +1.414835045e+02 +2.440935045e+02 +2.440935045e+02 +1.4188e+00 +1.3761e+00 -1.4218e+00 +8.9936e-01 -1.0912e+00 -1.7219e+00 -2.1891e+00 -9.5771e-01 -1.4452e+00 +1.1386e+00 -5.1444e-01 -3.1853e+00 -1.3601e+00 +1.1000e+00 -1.2542e+00 -2.3055e-02 -7.2998e-01 -1.1485e+00 +1.4772e+00 +2.3804e-01
18376 +9.865544368e+01 +9.865544368e+01 +2.012654437e+02 +2.012654437e+02 +9.6642e-01 +1.4453e+00 -1.4964e+00 +1.2952e+00 -1.3147e+00 -1.2879e+00 -1.5902e+00 -1.3583e+00 -1.4074e+00 +1.6118e+00 -1.4513e+00 -1.4609e+00 -1.4557e+00 +1.4799e+00 -1.6584e+00 -1.2464e+00 -1.3848e+00 -8.6088e-01 +1.6422e+00 +9.6817e-01
30309 +6.278706813e+01 +6.278706813e+01 +1.653970681e+02 +1.653970681e+02 -2.3032e+00 -1.4006e+00 +1.6331e+00 -1.3233e+00 +1.6746e+00 +9.4356e-01 +1.0673e+00 +1.3067e+00 +8.7300e-01 -9.8582e-01 +1.6454e+00 +1.2936e+00 +1.1132e+00 -9.7943e-01 +1.5088e+00 +1.8231e+00 +9.0511e-01 +1.7166e+00 -1.4273e+00 -6.2999e-01
30617 +3.911978004e+01 +3.911978004e+01 +1.417297800e+02 +1.417297800e+02 -2.2942e+00 -1.3979e+00 +1.6343e+00 -1.3134e+00 +1.6558e+00 +9.2853e-01 +1.0531e+00 +1.3177e+00 +8.7174e-01 -9.7481e-01 +1.6565e+00 +1.2877e+00 +1.1203e+00 -9.7173e-01 +1.5197e+00 +1.8342e+00 +8.9990e-01 +1.7202e+00 -1.4074e+00 -6.1933e-01
30971 +2.335880808e+01 +2.335880808e+01 +1.259688081e+02 +1.259688081e+02 -2.2829e+00 -1.3937e+00 +1.6364e+00 -1.2876e+00 +1.6303e+00 +8.8896e-01 +1.0493e+00 +1.3165e+00 +8.7476e-01 -9.5995e-01 +1.6718e+00 +1.2877e+00 +1.1283e+00 -9.7735e-01 +1.5475e+00 +1.8634e+00 +8.7198e-01 +1.7175e+00 -1.4372e+00 -6.2949e-01
31564 +1.583122631e+01 +1.583122631e+01 +1.184412263e+02 +1.184412263e+02 -2.2836e+00 -1.3961e+00 +1.6355e+00 -1.2906e+00 +1.6052e+00 +8.8080e-01 +1.0464e+00 +1.3199e+00 +8.8323e-01 -9.5473e-01 +1.6604e+00 +1.2916e+00 +1.1299e+00 -9.7043e-01 +1.5500e+00 +1.8748e+00 +8.5447e-01 +1.7103e+00 -1.4268e+00 -6.2224e-01
1430611 +9.826551751e+00 +9.826551751e+00 +1.124365518e+02 +1.124365518e+02 -1.5005e+00 -1.1817e+00 +9.2896e-01 -1.6074e+00 +1.1369e+00 +7.8025e-01 +6.9605e-01 +1.0900e+00 +1.2603e+00 -1.2642e+00 +1.1817e+00 +1.3706e+00 +1.5595e+00 -1.2256e+00 +1.3662e+00 +1.3836e+00 +1.5160e+00 +1.4744e+00 -1.1117e+00 -9.0333e-01
