% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.287800744e+02 +1.287800744e+02 +1.118400744e+02 +1.118400744e+02 -1.4762e+00 +3.9251e+00 -3.3550e+00 +2.7144e+00 -1.6876e+00 +5.4751e-01 -3.0111e+00 +1.1247e+00 +1.4632e+00 +1.4171e+00 +1.6347e+00 +5.8099e-01 -5.5620e-03 -2.6898e+00 -3.2788e+00 +3.6301e+00 -3.1451e+00 -8.1447e-01 -3.9701e-01 +7.3915e-01
8 +8.725684688e+01 +8.725684688e+01 +7.031684688e+01 +7.031684688e+01 -1.9043e+00 +2.4700e+00 -3.9943e+00 +2.9601e+00 -4.8437e-01 +4.4930e+00 -4.5217e-01 +4.5608e-01 +3.3119e+00 -3.2356e-03 -3.1104e-01 -2.4732e-01 -6.7843e-01 +2.7110e-01 -2.9842e+00 +5.5455e-02 -5.9066e+00 +7.9862e-01 +3.0344e-01 +4.8318e-01
28 +5.092196346e+01 +5.092196346e+01 +3.398196346e+01 +3.398196346e+01 -4.8369e-01 +2.2650e+00 -2.3562e+00 +8.5643e-01 +1.6081e+00 -6.7424e-02 -1.9946e+00 +4.3332e+00 +2.2388e+00 +1.1904e+00 +2.6189e+00 +9.8552e-01 -2.9762e+00 -5.9584e+00 -6.6885e-01 +1.9233e+00 -5.5394e+00 -1.9403e-01 +4.7448e-02 -4.2624e+00
39 +3.781819819e+01 +3.781819819e+01 +2.087819819e+01 +2.087819819e+01 +1.3838e+00 +2.1624e+00 -3.3460e+00 +1.2390e-02 +6.1052e-01 +8.5048e-01 -1.6316e+00 +4.2187e+00 -9.8558e-01 +9.7976e-01 +2.3743e+00 -1.7901e+00 -2.3045e+00 -3.5579e+00 +9.1311e-01 +5.4633e+00 -4.9964e+00 +1.8031e+00 -1.9394e+00 -3.6351e-01
65 +2.339403179e+01 +2.339403179e+01 +6.454031786e+00 +6.454031786e+00 +1.1454e+00 +4.0325e+00 -5.1320e+00 +1.3475e+00 +4.7924e-01 +6.2969e-01 -6.3655e-01 +4.9689e+00 +1.1773e+00 -2.3029e+00 +4.2888e+00 +2.2185e-03 -1.3662e+00 -1.9692e-01 +2.1915e-02 +2.7107e+00 -2.3781e+00 +1.7815e-01 +1.7444e+00 +2.1321e-01
87 +1.384528225e+01 +1.384528225e+01 -3.094717748e+00 -3.094717748e+00 +2.4338e+00 +2.2223e+00 -3.1208e+00 +2.8563e+00 +1.1754e+00 +3.2565e-01 +7.5411e-02 +1.4006e+00 +2.1255e+00 -5.0885e+00 +3.3499e+00 +1.2849e+00 -2.8576e-01 +3.9712e-02 +1.4977e+00 +2.2125e+00 +2.2444e+00 +5.4336e-01 +2.9326e+00 -4.4688e+00
152 +8.765739014e+00 +8.765739014e+00 -8.174260986e+00 -8.174260986e+00 +1.7685e+00 +8.9590e-01 -4.8846e+00 -5.9769e-01 -4.8870e-01 -7.0657e-01 +2.7822e-01 +1.3965e+00 -1.2112e+00 -2.4440e+00 +3.4717e-02 +1.5631e+00 -1.7899e+00 +1.7021e+00 +3.1375e+00 +3.4841e+00 +1.4742e+00 +2.6613e+00 +5.3684e-02 +2.1064e-01
297 +5.691212797e+00 +5.691212797e+00 -1.124878720e+01 -1.124878720e+01 +2.1746e+00 +1.5199e+00 -5.4019e-01 -1.5629e+00 +4.3957e-01 -1.6274e+00 +3.2830e+00 -4.6513e+00 -8.8878e-01 -4.7960e+00 +4.5149e+00 +6.5025e-01 -3.4243e+00 -3.1279e+00 +3.2902e+00 +1.8491e+00 +4.4602e+00 -5.5681e-01 -3.2688e-01 +2.7275e-01
401 +3.612048215e+00 +3.612048215e+00 -1.332795179e+01 -1.332795179e+01 +2.5198e+00 +2.9726e+00 -1.6030e+00 +1.8649e+00 +7.0838e-01 -2.1073e+00 +2.9656e+00 -4.0033e+00 +3.2251e-01 -2.7266e+00 +3.8600e+00 -1.1901e-01 -1.6166e+00 -2.3447e+00 +2.4793e+00 +2.4483e+00 +3.4215e+00 +5.5550e-02 +3.5265e-01 +3.9250e-01
531 +2.403497908e+00 +2.403497908e+00 -1.453650209e+01 -1.453650209e+01 +2.6664e+00 +2.8537e+00 -2.6458e+00 +1.7269e+00 -2.5974e-01 -3.2046e+00 +4.1966e+00 -3.0430e+00 -6.8455e-01 -2.3009e+00 +5.0006e+00 -5.1105e-01 -2.4450e+00 -1.1510e+00 +2.4457e+00 +3.1368e+00 +3.1083e+00 -1.2351e+00 +4.3502e-01 +1.5744e+00
