% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.362282064e+06 +2.362282064e+06 +2.362317964e+06 +2.362317964e+06 +2.0964e+00 -9.8237e-01 -3.6427e+00 -3.2255e+00 -4.8243e-01 +2.8486e+00 +1.5762e+00 +3.0627e+00 -2.3258e+00 -2.2089e+00 +1.1608e+00 +2.0952e+00 -6.9711e-01 +2.2392e+00 -3.4101e+00 -1.8697e+00 +1.7754e+00 +2.2171e+00 -1.3366e+00 +2.5430e+00 -2.9582e+00 -8.5097e-01 +2.5297e+00 +9.8129e-03 -8.7818e-01 +2.9607e+00 +3.3802e+00 +8.0955e-01 -6.0276e-02 +5.2684e-02 -2.6092e+00 -1.8544e+00 +3.1613e+00 +3.3527e+00 +8.7067e-01 -1.7600e-01 -2.4475e+00 +2.5307e+00 +9.3356e-02 -1.1674e-01
50 +1.412036507e+06 +1.412036507e+06 +1.412072407e+06 +1.412072407e+06 +2.1754e+00 -4.3098e+00 +1.0936e-01 -3.8945e+00 +4.3182e+00 -7.3832e-01 +1.7454e+00 +1.7788e+00 -9.8606e-01 -2.8028e+00 +1.6190e+00 -5.5224e-01 +1.9157e+00 +1.2973e+00 -2.7036e+00 -3.4348e+00 +6.3086e+00 +4.8448e+00 -4.1074e+00 +9.3136e-01 -1.2354e+00 +1.4633e+00 +8.8758e-01 -1.6544e+00 -5.9731e+00 -3.2811e+00 -1.2341e+00 -5.8043e-01 -4.4073e-01 +4.7710e+00 -9.7197e-01 -4.4751e-01 +1.9083e+00 +2.5148e+00 +6.5412e-01 -5.2488e+00 -7.7579e-01 +1.4808e+00 +2.0823e+00 -2.4864e+00
78 +9.751015854e+05 +9.751015854e+05 +9.751374854e+05 +9.751374854e+05 +4.2978e+00 -2.6526e+00 -1.6391e+00 +1.0789e+00 +6.1080e-01 -1.9554e+00 +2.8821e+00 +1.5468e+00 -9.9489e-01 -1.2436e+00 +1.4977e+00 -9.3985e-01 +1.4891e+00 +1.2284e+00 -6.6952e+00 -8.9332e-01 +5.7560e+00 +8.7127e-01 -1.8961e+00 -2.0879e+00 +1.6092e-01 +6.7796e-01 +6.2975e-01 +4.5948e-01 -6.0067e+00 -3.3592e+00 +3.7582e+00 -1.7788e+00 -1.8292e+00 +4.6142e+00 +1.4854e+00 -3.2862e+00 +2.4728e+00 +3.0392e-01 +1.5121e+00 -1.8071e+00 +5.0909e-01 +3.9534e-02 -6.0480e-01 +3.8036e-01
92 +5.765406264e+05 +5.765406264e+05 +5.765765264e+05 +5.765765264e+05 +4.2266e+00 -2.2533e+00 +6.5576e-01 +4.1346e-01 +4.5512e+00 -1.8364e+00 +2.6710e+00 -8.7971e-01 +1.6397e+00 -2.9173e+00 +7.7280e-02 -2.4401e+00 +1.5622e+00 -1.3393e+00 -3.8357e+00 -4.3021e+00 +4.1650e+00 +4.5491e-02 -2.6134e+00 -3.7366e-02 -1.6027e-01 -6.8592e-01 -1.0795e+00 -1.2222e+00 -4.3804e+00 -5.6493e+00 +9.8261e-01 +7.7056e-01 -7.9135e-01 +2.6900e+00 +2.1116e+00 -8.9103e-01 +1.2165e+00 +2.4059e+00 +9.3855e-01 -1.5879e+00 +1.1782e+00 -6.8949e-01 -2.9445e+00 +4.8441e-01
158 +3.605159439e+05 +3.605159439e+05 +3.605518439e+05 +3.605518439e+05 +4.7608e+00 -3.5006e+00 -2.4512e+00 -2.1807e+00 -8.9785e-01 +8.3304e-01 -1.1711e+00 -2.1724e+00 +3.5426e-01 -2.7261e+00 -2.2059e+00 -3.3055e+00 +5.1128e+00 +8.0692e-01 -1.9242e+00 -3.5679e+00 +7.0011e+00 +5.3088e-01 -8.4659e-01 -1.4818e+00 +1.1120e+00 +1.6609e+00 +4.8390e-01 +2.4161e+00 -4.3752e+00 -5.5552e+00 +2.3058e+00 -5.2472e+00 -1.8392e-01 -4.2486e+00 +1.8917e+00 -4.5061e+00 +1.6931e+00 +5.9933e-01 +3.7973e+00 +1.1140e+00 -1.3310e+00 +2.5477e+00 -2.1777e+00 +2.0939e+00
205 +2.172426477e+05 +2.172426477e+05 +2.172785477e+05 +2.172785477e+05 +4.5190e+00 -2.3624e+00 -1.0476e+00 +1.7027e-01 -2.0336e+00 +8.3131e-01 -3.0241e+00 -2.1885e+00 +8.5616e-01 -2.1947e+00 -3.6360e+00 -2.6299e+00 +4.5335e+00 +4.7120e-01 -4.0769e+00 -7.2723e+00 +5.8458e+00 -2.8628e-02 -3.1733e-01 -2.9144e+00 +3.9300e-02 +1.4356e+00 +7.6613e-01 +7.6268e-01 -4.7005e+00 -6.4812e+00 +3.4464e-01 -6.1692e+00 -1.6555e+00 -3.7711e+00 -1.0739e+00 -2.8228e+00 +3.3274e+00 +2.8092e+00 +1.9104e+00 -1.4189e+00 +4.9764e-01 -3.7660e-01 +8.6006e-01 +2.3923e+00
220 +1.518267266e+05 +1.518267266e+05 +1.518626266e+05 +1.518626266e+05 +3.1204e+00 -6.3662e+00 +3.0162e-01 +1.5254e+00 -2.6381e+00 -5.0276e-01 +3.0973e+00 -5.1916e+00 -3.7799e-01 -5.2245e+00 -3.8096e+00 -1.4369e+00 +5.9070e+00 -2.0149e+00 -7.2818e-01 -7.6208e+00 +4.4323e+00 -3.8243e-01 -3.8056e+00 -2.8827e+00 -1.4305e+00 +1.2964e+00 +2.2364e+00 +2.3266e-02 -4.6424e+00 -6.7804e+00 +2.3856e+00 -4.3360e+00 -3.8231e+00 -4.0726e+00 -3.6417e-01 -2.8500e+00 +7.9884e-01 +1.0545e+00 +1.5512e+00 -3.8466e+00 +1.7015e+00 -3.0477e+00 +9.1839e-01 +1.9044e+00
293 +7.701856185e+04 +7.701856185e+04 +7.705446185e+04 +7.705446185e+04 +6.1910e+00 -8.0076e+00 +4.9567e+00 +4.0109e+00 -2.2994e-01 -1.1529e+00 -1.3609e+00 -3.9320e+00 -1.3913e-01 -3.3423e+00 -4.1020e+00 -1.7493e+00 +6.8543e+00 -6.2259e-01 -2.4007e+00 -4.8967e+00 +4.3406e+00 +2.1774e+00 +8.8556e-01 -3.8122e+00 -1.1184e+00 +9.1921e-01 -4.4241e-01 +3.2663e+00 -4.6635e+00 -7.7806e+00 +2.2576e+00 -4.8837e+00 -3.1510e+00 -9.6086e-01 +2.9984e+00 -1.5471e+00 +3.2448e+00 -3.5488e-01 +2.7385e+00 -3.0881e+00 -2.2358e+00 -3.6196e-01 -3.3948e-01 +1.9851e+00
363 +4.834927196e+04 +4.834927196e+04 +4.838517196e+04 +4.838517196e+04 +4.0144e+00 -8.3681e+00 +4.4250e+00 +2.7887e+00 -3.7139e+00 -3.4425e-02 -1.7000e+00 -5.7529e+00 +1.4750e+00 -2.6385e+00 -4.8127e+00 +1.9948e-01 +3.4758e+00 +5.9074e-01 -1.6868e+00 -9.0001e+00 +5.3163e+00 +2.6536e+00 -3.0355e+00 -3.8404e+00 +1.4820e+00 +1.5933e+00 +4.6720e-01 +2.1773e+00 -3.2236e+00 -7.4174e+00 +3.5222e-02 -2.9234e+00 -6.0346e+00 -4.3232e+00 +3.2572e+00 +2.6972e-02 -5.1729e-01 +2.4366e+00 +4.0363e+00 -5.2408e+00 -1.4709e+00 -1.4035e+00 +3.9661e+00 +3.5450e+00
430 +3.310983766e+04 +3.310983766e+04 +3.314573766e+04 +3.314573766e+04 +5.4688e+00 -1.1998e+01 +4.5335e+00 -1.5012e-01 -2.9962e+00 +2.5529e+00 -3.7814e+00 -4.5078e+00 +5.3749e-01 -3.5498e+00 -5.0188e+00 -3.8503e+00 +4.3689e+00 -9.4085e-01 -4.2803e+00 -9.1123e+00 +3.1736e+00 +2.1222e+00 -3.2757e+00 -5.5330e+00 -2.1739e+00 +1.8233e+00 +2.4787e+00 +1.3757e+00 -2.9489e+00 -5.9313e+00 +1.2765e+00 -5.1476e+00 -5.2650e+00 -9.4591e+00 +3.9794e-01 +3.7307e+00 -1.8795e+00 +3.1328e+00 +6.2636e+00 -1.8320e+00 -2.6633e+00 -1.4946e-01 +2.2763e+00 +1.0893e+00
