% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.570180139e+01 +6.570180139e+01 +1.370518014e+02 +1.370518014e+02 +2.6631e-01 +2.3564e+00 +2.0552e+00 +2.9202e+00 -1.3270e+00 +8.5680e-01 +1.4917e-01 -1.8886e+00 +1.9540e+00 +2.8679e+00 -3.4709e+00 -2.3344e+00 -2.8662e+00 +2.3645e+00 +1.6132e+00 -3.9335e+00 -2.0345e+00 -2.1286e+00 +3.7376e+00 -3.7893e+00
6 +5.544684794e+01 +5.544684794e+01 +1.267968479e+02 +1.267968479e+02 -1.2877e+00 +4.7682e+00 +3.4387e+00 +2.8430e+00 -2.4582e+00 -9.1760e-01 +4.1775e+00 -3.2142e+00 +8.0408e-01 +1.0769e+00 -4.8479e+00 -2.0753e+00 -1.3963e+00 +2.9055e+00 -1.5856e+00 -6.6418e+00 -1.3023e+00 -3.9817e+00 +3.7632e+00 -4.0104e+00
50 +3.060449459e+01 +3.060449459e+01 +1.019544946e+02 +1.019544946e+02 -3.3437e+00 +2.4766e+00 +1.7303e+00 -8.1185e-01 -1.9609e+00 +2.1071e+00 -4.3843e+00 +1.6873e+00 -2.6729e+00 -9.2934e-01 -5.4338e+00 -9.0877e-01 -4.1698e-02 +6.5130e-01 +6.2420e+00 -7.1643e+00 -7.8929e+00 -1.5359e+00 +3.1656e+00 -4.4765e+00
2206 +2.028399380e+01 +2.028399380e+01 +9.163399380e+01 +9.163399380e+01 -3.2168e+00 -1.9970e+00 -3.4015e+00 -4.4021e+00 +5.4097e+00 -3.7236e+00 -4.7513e+00 -4.1602e+00 -2.4684e+00 +1.8595e+00 -4.0524e+00 +9.9605e-01 -1.0185e+00 -5.4508e+00 -5.9811e+00 +2.8307e+00 +2.6244e+00 -4.7168e-01 -1.0846e+00 +6.4168e-01
2257 +1.538874290e+01 +1.538874290e+01 +8.673874290e+01 +8.673874290e+01 -3.2114e+00 -1.7434e+00 -3.3492e+00 -3.7960e+00 +5.1798e+00 -4.4822e+00 -4.7720e+00 -3.5657e+00 -2.7135e+00 +1.5906e+00 -4.1929e+00 +1.4718e-01 -1.5054e+00 -5.2631e+00 -5.2817e+00 +2.9283e+00 +2.4081e+00 -1.4669e+00 -1.4277e+00 +3.2116e-01
2443 +9.107781008e+00 +9.107781008e+00 +8.045778101e+01 +8.045778101e+01 -3.1558e+00 -1.5390e+00 -2.3512e+00 -4.0113e+00 +5.7277e+00 -3.7636e+00 -4.6315e+00 -3.7542e+00 -2.4927e+00 +1.8232e+00 -4.4005e+00 +7.1638e-01 -1.3110e+00 -5.3490e+00 -5.0323e+00 +2.9879e+00 +1.5903e+00 -1.3311e+00 -1.1761e+00 +4.7591e-01
2611 +5.924523951e+00 +5.924523951e+00 +7.727452395e+01 +7.727452395e+01 -3.4555e+00 -1.4006e+00 -2.5884e+00 -3.6678e+00 +6.3312e+00 -4.1744e+00 -4.6150e+00 -3.5932e+00 -2.2226e+00 +1.5001e+00 -4.2403e+00 +1.0107e+00 -8.0147e-01 -5.2820e+00 -5.1689e+00 +2.9872e+00 +2.0276e+00 -1.3558e+00 -9.7634e-01 +4.8004e-01
2816 +3.861656687e+00 +3.861656687e+00 +7.521165669e+01 +7.521165669e+01 -3.1169e+00 -1.7417e+00 -2.9124e+00 -3.7558e+00 +6.3562e+00 -4.2223e+00 -4.8957e+00 -3.8042e+00 -2.3978e+00 +1.2596e+00 -4.1932e+00 +8.6077e-01 -6.8084e-01 -5.0685e+00 -5.3600e+00 +2.9310e+00 +1.9045e+00 -1.4631e+00 -1.1227e+00 +6.9268e-01
3184 +2.385792944e+00 +2.385792944e+00 +7.373579294e+01 +7.373579294e+01 -3.2733e+00 -1.7712e+00 -2.7167e+00 -3.8850e+00 +6.3420e+00 -4.0214e+00 -4.7742e+00 -3.7417e+00 -2.4469e+00 +1.3501e+00 -4.2867e+00 +9.5134e-01 -9.4651e-01 -5.1294e+00 -5.1292e+00 +2.7912e+00 +1.7564e+00 -1.5395e+00 -9.2940e-01 +3.3998e-01
3453 +1.550863978e+00 +1.550863978e+00 +7.290086398e+01 +7.290086398e+01 -3.2616e+00 -1.6398e+00 -2.7116e+00 -3.7727e+00 +6.1353e+00 -4.0444e+00 -4.5939e+00 -3.7500e+00 -2.3943e+00 +1.5012e+00 -4.2829e+00 +8.7338e-01 -9.9227e-01 -5.1419e+00 -5.0413e+00 +3.0098e+00 +1.7885e+00 -1.6085e+00 -9.5421e-01 +2.9831e-01
4072 +9.738524838e-01 +9.738524838e-01 +7.232385248e+01 +7.232385248e+01 -3.2952e+00 -1.6417e+00 -2.7332e+00 -3.7365e+00 +6.0909e+00 -4.0842e+00 -4.6750e+00 -3.8337e+00 -2.4235e+00 +1.5313e+00 -4.3269e+00 +7.8582e-01 -1.1074e+00 -5.0994e+00 -5.1764e+00 +3.0414e+00 +1.8511e+00 -1.6617e+00 -9.8593e-01 +2.3187e-01
66440 +6.005607397e-01 +6.005607397e-01 +7.195056074e+01 +7.195056074e+01 +1.8683e+00 -4.7010e+00 -3.1141e+00 -1.9301e+00 -3.3706e+00 +2.6342e+00 +2.1475e+00 +1.5133e+00 +3.6443e+00 -1.8629e+00 -2.9171e+00 +1.9532e-01 -4.2055e+00 -1.3864e+00 +2.6917e+00 +2.8513e+00 -3.3967e+00 -4.7803e+00 -1.1231e+00 -1.4334e+00
67101 +3.873040957e-01 +3.873040957e-01 +7.173730410e+01 +7.173730410e+01 +1.9355e+00 -4.6639e+00 -2.9852e+00 -2.1361e+00 -3.4455e+00 +2.5443e+00 +2.1042e+00 +1.5095e+00 +3.7258e+00 -1.9070e+00 -2.9691e+00 +1.4846e-01 -4.0597e+00 -1.5143e+00 +2.7347e+00 +2.8043e+00 -3.5395e+00 -4.7686e+00 -1.1477e+00 -1.4224e+00
67325 +2.511757491e-01 +2.511757491e-01 +7.160117575e+01 +7.160117575e+01 +1.9679e+00 -4.5874e+00 -2.9653e+00 -2.2715e+00 -3.5144e+00 +2.6698e+00 +2.1738e+00 +1.4552e+00 +3.8362e+00 -1.7689e+00 -2.8961e+00 +2.9856e-01 -4.0055e+00 -1.5504e+00 +2.6529e+00 +2.7583e+00 -3.4250e+00 -4.7369e+00 -1.0462e+00 -1.3388e+00
