% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.530085096e+01 +8.530085096e+01 -9.146991490e+02 -9.146991490e+02 +6.2714e-01 -2.4724e+00 -8.8537e-01 -1.9816e+00 -3.3666e+00 -5.5190e-01 -2.9444e-01 +1.2107e+00 -1.7117e+00 -2.9544e-01 -2.8782e+00 -2.4360e+00 +2.9944e-01 -9.9311e-01 -3.1098e+00 +3.8092e+00 +3.6167e+00 -1.4575e+00 -2.2689e+00 -1.1742e+00
177 +6.182359574e+01 +6.182359574e+01 -9.381764043e+02 -9.381764043e+02 -1.7999e+00 +2.4470e+00 +4.9192e+00 -5.4514e+00 +4.0868e+00 +3.3353e+00 -1.9591e+00 +2.8421e+00 -2.7277e+00 +1.5205e+00 -9.9778e-01 -3.4820e+00 -5.0560e+00 +1.9657e+00 -6.6624e-01 +7.6989e-01 +1.8447e+00 -1.6349e+00 -3.2965e+00 +3.9984e+00
304 +3.649986668e+01 +3.649986668e+01 -9.635001333e+02 -9.635001333e+02 -2.8278e+00 +3.3663e-01 +3.8375e+00 -2.1914e+00 +3.9691e+00 +5.1892e+00 -2.8282e+00 -5.2896e-01 +1.2798e-01 +1.2931e+00 -1.7419e+00 -2.7096e+00 -4.1350e+00 +2.6866e+00 -4.2102e+00 +1.1654e+00 -5.2690e-01 -1.0454e+00 -2.9743e+00 +4.3957e+00
376 +2.436195763e+01 +2.436195763e+01 -9.756380424e+02 -9.756380424e+02 -4.4140e+00 +3.0544e+00 +3.3260e+00 -4.3988e+00 +3.8297e+00 +4.4701e+00 -3.9087e+00 +3.4620e-02 -1.4365e+00 +9.3534e-01 -8.5741e-01 -4.5263e+00 -4.3165e+00 +3.6765e+00 -4.0303e+00 +4.1112e-01 +6.9872e-02 -2.1895e+00 -2.6828e+00 +4.0794e+00
641 +1.578252803e+01 +1.578252803e+01 -9.842174720e+02 -9.842174720e+02 -3.4256e+00 +2.1918e+00 +3.7467e+00 -3.5385e+00 +4.3821e+00 +4.5838e+00 -3.8313e+00 -5.6948e-01 -1.6788e+00 +9.6338e-01 -1.2312e+00 -3.0690e+00 -4.0249e+00 +2.7980e+00 -2.6685e+00 +3.6886e-01 +2.3041e-01 -1.7036e+00 -1.5945e+00 +4.4483e+00
5230 +9.178815617e+00 +9.178815617e+00 -9.908211844e+02 -9.908211844e+02 -3.9589e+00 -2.9178e+00 +1.8864e+00 -4.8095e+00 +2.2557e+00 -2.7575e+00 -3.1467e-01 -3.4996e+00 +1.5777e+00 +1.7340e+00 +5.0598e+00 -5.6806e-01 +1.0014e+00 -1.3277e+00 -2.9872e+00 -2.6136e+00 +2.1091e+00 -5.7049e-01 +7.0167e-01 -2.1539e+00
5284 +4.809854167e+00 +4.809854167e+00 -9.951901458e+02 -9.951901458e+02 -3.3134e+00 -2.2937e+00 +1.5522e+00 -5.1434e+00 +9.4113e-01 -3.0186e+00 -1.1872e+00 -3.8727e+00 +1.9176e+00 +1.9177e+00 +3.5038e+00 -1.3418e+00 +1.9194e+00 -4.2126e-01 -2.7719e+00 -3.6356e+00 +1.9120e+00 -6.4248e-02 +1.0263e+00 -2.0856e+00
5414 +3.406096363e+00 +3.406096363e+00 -9.965939036e+02 -9.965939036e+02 -3.8631e+00 -3.0098e+00 +1.4838e+00 -4.2423e+00 +1.1324e+00 -4.0340e+00 -9.9099e-01 -4.3913e+00 +2.4794e+00 +2.5701e+00 +4.6935e+00 -1.3360e+00 +1.3680e+00 -4.4073e-01 -1.4738e+00 -3.2006e+00 +2.3918e+00 +3.4496e-01 +9.5413e-02 -2.2289e+00
5541 +2.227478581e+00 +2.227478581e+00 -9.977725214e+02 -9.977725214e+02 -3.8741e+00 -2.2627e+00 +1.8042e+00 -4.3328e+00 +1.4589e+00 -3.0650e+00 -6.3739e-01 -4.3830e+00 +2.1214e+00 +2.5281e+00 +3.6876e+00 -1.6981e+00 +9.4166e-01 -5.4876e-01 -1.8337e+00 -3.2640e+00 +2.4283e+00 -1.6839e-01 +6.0335e-01 -2.0021e+00
143120 +1.478064182e+00 +1.478064182e+00 -9.985219358e+02 -9.985219358e+02 +1.5275e+00 -1.3851e+00 +1.0674e+00 +3.9121e+00 -4.7433e+00 +3.6887e-01 -2.3347e+00 +4.0391e+00 +4.0895e+00 -5.7104e-01 -3.3124e+00 +1.8765e+00 -2.8674e+00 -2.1829e+00 -6.6570e-01 -2.2636e-01 +3.1787e+00 +3.7273e+00 +4.4305e+00 +2.3738e+00
