% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.626944075e+01 +8.626944075e+01 -9.137305592e+02 -9.137305592e+02 +3.6501e+00 +2.4813e+00 +3.4546e+00 +3.8093e+00 -7.6588e-01 +7.2510e-01 +4.7252e-01 -1.9121e+00 -9.4542e-01 -1.8122e+00 +6.3825e-02 +2.9665e+00 +8.8324e-02 +1.6257e+00 -3.9279e+00 -3.7710e+00 -8.5834e-01 +2.7811e+00 -1.4048e+00 -1.9072e+00 +1.5244e+00 -1.1247e+00 +3.6659e-01 -3.7279e+00 +2.1083e+00 +2.0570e+00 -9.7141e-01 -3.1971e+00 +6.6281e-01 -1.5336e+00 -1.9618e+00 -2.1503e+00 +7.9135e-01 +2.1956e+00 -2.1627e+00 +2.1608e+00 -2.4513e+00 -2.3831e+00 +2.0422e+00 +1.2295e+00
419 +5.639061982e+01 +5.639061982e+01 -9.436093802e+02 -9.436093802e+02 +1.8538e+00 -2.3480e-02 +1.3548e+00 -3.0874e-01 -2.8226e+00 +3.7496e+00 -2.4976e+00 -4.0746e+00 +6.5894e+00 -2.5645e+00 +1.8137e+00 +7.4300e-02 -3.2612e+00 +4.2054e-01 -1.6359e+00 +3.5521e+00 -1.4747e+00 -3.7396e+00 -3.8292e+00 -2.9661e+00 -4.1472e+00 +2.5474e+00 -1.3890e+00 +3.7598e+00 -1.0949e+00 -2.3203e+00 +1.4024e+00 +3.7267e+00 +4.4700e+00 -4.8561e-01 -2.7406e+00 +8.4495e-01 -1.2206e+00 -2.9970e+00 -1.6766e+00 -5.0500e-01 +3.4723e+00 -3.6882e+00 -1.5007e+00 -4.6129e+00
574 +3.741316419e+01 +3.741316419e+01 -9.625868358e+02 -9.625868358e+02 -1.5239e+00 -6.1078e-01 +3.2154e-01 -3.5833e-01 +2.4343e-01 +4.9116e+00 -3.3476e+00 -3.6822e+00 +4.5190e+00 -3.7261e+00 +2.1527e+00 -2.2483e+00 -2.8271e+00 -4.6726e+00 -8.1761e-01 +1.7265e+00 -3.0884e+00 -1.0464e+00 -9.8397e-01 -3.4462e+00 -4.8210e+00 +3.8065e+00 -2.5668e+00 +2.9932e+00 -2.2124e+00 -3.8382e+00 +1.8926e+00 +2.1435e+00 +8.8390e-01 -3.0664e-01 -1.9319e+00 +1.7385e+00 -6.7039e-01 -2.1007e+00 -1.1067e+00 +1.7164e+00 +1.4079e+00 -5.0142e-01 +1.0764e+00 -3.0279e+00
662 +2.485947677e+01 +2.485947677e+01 -9.751405232e+02 -9.751405232e+02 -1.3384e+00 -3.0764e+00 -3.8305e-03 -1.8893e+00 -1.2220e+00 +3.4806e+00 -2.6761e+00 -4.3149e+00 +2.6298e+00 -1.4237e+00 +2.6467e+00 -2.2224e-01 -1.5473e+00 -3.4049e+00 +8.7030e-02 +4.0788e+00 -7.5272e-01 -3.1503e+00 -7.2942e-01 -4.4575e+00 -4.1350e+00 +1.4800e+00 -2.8684e+00 +4.1144e+00 -9.7170e-01 -4.0634e+00 +4.7266e+00 +3.1318e+00 +2.1359e+00 -5.9590e-01 -1.9936e+00 -1.1958e-01 -1.1671e+00 -2.5657e+00 -2.4742e+00 -1.4089e+00 -9.9329e-01 -2.7058e+00 -5.3802e-02 -2.4804e+00
728 +1.419889013e+01 +1.419889013e+01 -9.858011099e+02 -9.858011099e+02 -2.2070e+00 -2.2067e+00 -1.2546e-01 -5.2868e-01 -6.5445e-01 +4.8679e+00 -2.2456e+00 -3.2162e+00 +4.5352e+00 -9.0842e-01 +1.2506e+00 -1.4422e+00 -1.4499e+00 -2.0782e+00 -1.2065e-01 +4.2189e+00 -3.1625e+00 -2.3257e+00 -1.6688e+00 -3.8991e+00 -6.0160e+00 +1.9451e+00 -3.0455e+00 +4.6353e+00 -3.2610e+00 -2.9469e+00 +4.9990e+00 +3.1331e+00 +3.2907e+00 +6.7839e-01 -2.4945e+00 +1.0050e+00 -1.6334e+00 -1.7985e+00 -1.8064e+00 +2.0648e-02 -5.9192e-01 -2.9681e+00 +8.1993e-01 -3.7235e+00
757 +9.040665058e+00 +9.040665058e+00 -9.909593349e+02 -9.909593349e+02 -2.1815e+00 -1.5153e+00 +1.3806e+00 +4.3846e-02 -4.0756e-01 +4.0683e+00 -2.6437e+00 -3.5556e+00 +4.0314e+00 -1.7718e+00 +2.6951e+00 -8.4184e-01 -2.3339e+00 -3.2118e+00 +3.5543e-01 +4.0511e+00 -2.9247e+00 -2.0155e+00 -1.2799e+00 -5.0200e+00 -5.0085e+00 +1.4889e+00 -3.2461e+00 +4.9622e+00 -3.3657e+00 -3.5034e+00 +4.5950e+00 +2.8119e+00 +3.2220e+00 +9.4299e-01 -2.2427e+00 +2.2118e-01 -1.9395e+00 -1.4865e+00 -1.8189e+00 +2.2618e-01 +1.1985e+00 -2.5446e+00 -5.6402e-01 -3.1085e+00
919 +6.111895836e+00 +6.111895836e+00 -9.938881042e+02 -9.938881042e+02 -1.4021e+00 -1.3834e+00 +1.4371e+00 +4.1990e-01 -1.1498e+00 +3.4593e+00 -4.7658e+00 -4.9473e+00 +5.1457e+00 -2.1960e+00 +2.4898e+00 -6.7239e-01 -1.5357e+00 -2.3062e+00 +1.0583e+00 +3.8011e+00 -2.1133e+00 -3.0382e+00 -2.2107e+00 -4.5282e+00 -5.2482e+00 +2.6044e+00 -3.2905e+00 +4.0395e+00 -3.6232e+00 -2.9535e+00 +4.0073e+00 +3.4635e+00 +3.5491e+00 +1.0012e+00 -1.4914e+00 -2.8566e-01 -1.1029e+00 -3.0811e+00 -1.7121e+00 -5.1812e-01 +1.5608e+00 -2.2723e+00 +2.5628e-01 -4.4322e+00
1002 +3.441351621e+00 +3.441351621e+00 -9.965586484e+02 -9.965586484e+02 -1.5644e+00 -1.3896e+00 +1.8450e+00 +3.4190e-02 -8.4559e-01 +3.1271e+00 -4.3400e+00 -4.0601e+00 +3.8650e+00 -1.9527e+00 +1.9678e+00 -1.0347e+00 -1.6326e+00 -2.5589e+00 -9.5221e-01 +3.6582e+00 -2.0752e+00 -2.9340e+00 -2.0341e+00 -4.8870e+00 -4.2272e+00 +2.6971e+00 -2.9633e+00 +3.7428e+00 -3.3818e+00 -2.4622e+00 +3.9110e+00 +3.1257e+00 +3.7872e+00 +1.4285e+00 -1.4549e+00 +2.8346e-01 -8.4432e-01 -2.2141e+00 -2.1172e+00 -1.6570e-01 +1.2602e+00 -2.5064e+00 +2.7673e-01 -4.0440e+00
1143 +2.454128400e+00 +2.454128400e+00 -9.975458716e+02 -9.975458716e+02 -1.9843e+00 -1.9604e+00 +1.3186e+00 +3.2848e-01 -8.3506e-01 +3.9537e+00 -3.3344e+00 -3.5226e+00 +3.9369e+00 -1.5861e+00 +1.8644e+00 -1.2997e+00 -2.0598e+00 -3.1040e+00 -3.0267e-01 +3.5096e+00 -1.9527e+00 -2.6393e+00 -1.6883e+00 -4.8247e+00 -4.6955e+00 +2.6527e+00 -2.7359e+00 +3.5979e+00 -3.2677e+00 -2.8713e+00 +3.9786e+00 +3.4629e+00 +3.5719e+00 +1.2120e+00 -1.5678e+00 +5.6255e-01 -1.1592e+00 -1.9926e+00 -2.1222e+00 -1.2077e-01 +9.2303e-01 -2.0571e+00 +3.7359e-01 -4.4541e+00
550093 +1.579739616e+00 +1.579739616e+00 -9.984202604e+02 -9.984202604e+02 +4.2491e+00 +2.7587e+00 +2.1274e+00 -1.0716e-01 +1.6040e+00 -3.9073e+00 -1.8245e+00 +1.1306e+00 -3.4983e+00 -3.9478e+00 +4.5669e+00 -1.7644e+00 -3.1621e+00 -3.7160e-01 -3.4077e+00 -6.3155e-01 +4.0778e+00 -8.5389e-01 +4.0914e+00 +3.5277e+00 -1.3750e+00 +2.0998e-01 +3.8935e+00 -1.8723e+00 -2.0718e+00 +9.7622e-01 +1.7510e-01 -3.0581e-01 -3.1218e+00 -2.3252e+00 +4.4933e+00 +3.9360e+00 -3.3732e+00 +3.1099e+00 -3.3309e-01 +2.3516e+00 -2.9613e+00 -9.5077e-01 -2.7689e+00 -4.0011e+00
