% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.394716436e+03 +2.394716436e+03 +1.932626436e+03 +1.932626436e+03 +3.7465e+00 +2.2794e+00 -3.9824e+00 +3.2435e+00 -1.2977e+00 +9.5909e-01 -1.4104e+00 +1.5471e+00 +5.5473e-01 -3.2916e+00 -9.7330e-01 +1.2868e+00 +1.6301e+00 -6.1731e-01 -1.9366e+00 +1.7097e+00 -1.1832e+00 +7.9482e-01 +2.0844e+00 -2.6319e+00
16 +1.368152225e+03 +1.368152225e+03 +9.060622250e+02 +9.060622250e+02 +5.2161e+00 +9.5683e-01 -5.4879e+00 +7.6297e+00 -3.9878e-01 +2.2588e+00 +9.8042e-01 +3.5992e+00 -5.0821e-01 -7.4308e+00 -1.0294e+00 +2.1655e+00 +8.0521e-01 -3.5490e-01 -4.8760e+00 -2.6644e+00 -2.3299e+00 +2.6294e+00 -1.9857e+00 -2.1200e+00
47 +8.500386321e+02 +8.500386321e+02 +3.879486321e+02 +3.879486321e+02 +3.9820e+00 +7.0252e+00 -4.3929e+00 +6.6396e+00 +2.6867e+00 +2.8864e+00 -1.3249e-01 -4.5410e-01 +2.7189e+00 -4.7991e+00 -9.2971e-01 -9.6063e-01 +2.0789e+00 -1.0619e+00 -4.2285e+00 -3.3051e+00 +1.5572e+00 +2.7916e+00 -9.3732e-01 -8.7026e-01
93 +5.986418731e+02 +5.986418731e+02 +1.365518731e+02 +1.365518731e+02 +5.7677e+00 +4.9084e+00 -1.4138e+00 +4.8066e+00 +5.7305e-02 +3.6762e+00 -3.4406e+00 +2.5360e+00 +5.2376e+00 -1.2778e+00 -5.5605e-01 -1.6649e+00 -2.1700e+00 -3.6359e+00 -2.5376e+00 -6.5937e+00 -3.4874e-01 +2.4425e+00 -3.9283e+00 -3.7898e-01
274 +3.894854690e+02 +3.894854690e+02 -7.260453100e+01 -7.260453100e+01 +8.2242e+00 +4.2637e+00 -2.3589e+00 +5.2111e+00 +4.0370e+00 +3.6905e+00 +2.7705e+00 -5.8714e-02 +1.2600e+00 +1.0347e+00 -3.0818e+00 -3.7342e+00 -1.0119e+00 -4.4063e+00 -2.0776e+00 -3.2461e+00 -1.4786e-01 +1.6913e+00 -2.8065e+00 +2.4041e+00
404 +2.480079111e+02 +2.480079111e+02 -2.140820889e+02 -2.140820889e+02 +3.9791e+00 +3.2468e+00 -5.1217e-01 +1.0313e-01 +1.4871e+00 +2.1726e+00 +9.9776e-01 +7.0925e-01 +6.0328e-01 +5.8132e-01 -3.1698e+00 -5.0131e+00 -1.0544e+00 -2.5560e+00 -1.5934e+00 -4.2000e+00 -1.0575e+00 +2.8495e+00 -2.1931e+00 +1.5374e+00
1044 +1.473821427e+02 +1.473821427e+02 -3.147078573e+02 -3.147078573e+02 +3.3362e-01 +2.3264e+00 +1.2956e+00 -1.8549e+00 +1.0678e+00 +3.5430e+00 +4.8424e-01 +2.6655e+00 +1.0572e+00 -6.3328e-01 -2.4417e+00 -3.1259e+00 -5.4280e-01 -3.8580e+00 -9.7691e-01 -4.4958e+00 -2.8146e-01 +2.9132e+00 -2.4414e+00 +1.4599e+00
2189 +9.926762953e+01 +9.926762953e+01 -3.628223705e+02 -3.628223705e+02 -1.3685e+00 +2.1982e+00 +5.1502e-01 -8.7319e-01 +9.1101e-01 +2.1228e+00 +5.2900e-01 +2.6305e+00 +1.9130e+00 -1.5332e+00 -2.8378e+00 -2.7841e+00 -1.1589e-01 -4.6294e+00 -4.4576e-01 -3.9458e+00 +4.9320e-01 +2.9763e+00 -3.4928e+00 +1.2059e+00
10193 +5.479154164e+01 +5.479154164e+01 -4.072984584e+02 -4.072984584e+02 -2.3017e+00 -5.5792e-01 +2.2263e+00 +1.6864e+00 +2.2485e+00 +3.5121e+00 +1.7446e+00 +3.3353e+00 +1.2388e+00 +6.5201e-01 -3.2853e+00 -3.7766e+00 -1.5542e-01 -3.4360e+00 -1.3015e+00 -3.9176e+00 -6.1465e-01 +2.9088e+00 -2.4003e+00 +1.5100e+00
10519 +3.980997986e+01 +3.980997986e+01 -4.222800201e+02 -4.222800201e+02 -2.2801e+00 -5.5324e-01 +2.1517e+00 +1.5642e+00 +2.2816e+00 +3.6052e+00 +1.7797e+00 +3.3420e+00 +1.1123e+00 +6.6885e-01 -3.3417e+00 -3.7776e+00 -1.5106e-01 -3.3741e+00 -1.4250e+00 -3.8910e+00 -7.3139e-01 +2.9342e+00 -2.4876e+00 +1.5456e+00
